"","#1 Respiratory Letzte (V)","#2 Breast L Letzte (V)","#3 Breast R Letzte (V)","#4 Stomach L Letzte (V)","#5 Stomach R Letzte (V)","#6 Navel Letzte (V)","#7 Outside L Letzte (V)","#8 Outside R Letzte (V)","#9 Arm L Letzte (V)","#10 Arm R Letzte (V)","#11 FC Sash L Letzte (V)","#12 FC Sash R Letzte (V)","#13 Zero Adjust Letzte (V)","#16 Movement Letzte (V)"
"00:09:29","0,114","0,037","0,077","0","0,175","0,271","0","0,137","0,041","0,032","0,517","0,379","0,896","2,338"
"00:09:30","0,113","0,036","0,075","0","0,176","0,269","0","0,139","0,041","0,034","0,515","0,376","0,896","2,338"
"00:09:31","0,112","0,036","0,073","0","0,175","0,268","0","0,140","0,040","0,035","0,513","0,373","0,896","2,339"
"00:09:32","0,110","0,038","0,071","0","0,174","0,265","0","0,141","0,040","0,035","0,511","0,370","0,896","2,338"
"00:09:33","0,108","0,039","0,069","0","0,174","0,263","0","0,143","0,041","0,037","0,509","0,365","0,896","2,339"
"00:09:34","0,106","0,039","0,067","0","0,175","0,260","0","0,146","0,042","0,038","0,506","0,360","0,896","2,338"
"00:09:35","0,105","0,040","0,065","0","0,173","0,259","0","0,148","0,043","0,039","0,504","0,356","0,896","2,338"
"00:09:36","0,104","0,041","0,064","0","0,171","0,259","0","0,150","0,044","0,040","0,501","0,352","0,896","2,339"
"00:09:37","0,103","0,041","0,063","0","0,167","0,259","0","0,152","0,043","0,039","0,497","0,348","0,896","2,338"
"00:09:38","0,103","0,043","0,062","0","0,163","0,253","0","0,154","0,043","0,037","0,491","0,345","0,896","2,338"
"00:09:39","0,103","0,043","0,063","0","0,161","0,246","0","0,156","0,042","0,036","0,483","0,343","0,896","2,338"
"00:09:40","0,103","0,042","0,063","0","0,161","0,240","0","0,159","0,041","0,035","0,475","0,341","0,896","2,338"
"00:09:41","0,104","0,040","0,063","0","0,162","0,236","0","0,161","0,040","0,036","0,469","0,340","0,895","2,338"
"00:09:42","0,105","0,037","0,063","0","0,164","0,233","0","0,163","0,039","0,036","0,464","0,337","0,896","2,339"
"00:09:43","0,105","0,036","0,064","0","0,166","0,230","0","0,166","0,037","0,037","0,460","0,335","0,896","2,339"
"00:09:44","0,105","0,036","0,065","0","0,168","0,228","0","0,168","0,037","0,038","0,456","0,332","0,896","2,339"
"00:09:45","0,105","0,038","0,065","0","0,171","0,226","0","0,170","0,037","0,040","0,454","0,329","0,896","2,339"
"00:09:46","0,106","0,038","0,067","0","0,174","0,224","0","0,171","0,039","0,041","0,451","0,327","0,896","2,339"
"00:09:47","0,107","0,038","0,068","0","0,176","0,221","0","0,171","0,040","0,042","0,449","0,324","0,896","2,338"
"00:09:48","0,108","0,035","0,070","0","0,178","0,220","0","0,171","0,041","0,042","0,446","0,322","0,896","2,338"
"00:09:49","0,109","0,033","0,071","0","0,181","0,220","0","0,171","0,043","0,043","0,443","0,320","0,896","2,338"
"00:09:50","0,110","0,032","0,072","0","0,182","0,219","0","0,170","0,044","0,045","0,440","0,318","0,896","2,338"
"00:09:51","0,109","0,032","0,073","0","0,184","0,218","0","0,168","0,044","0,047","0,437","0,317","0,896","2,338"
"00:09:52","0,107","0,034","0,075","0","0,185","0,218","0","0,168","0,045","0,049","0,435","0,315","0,896","2,338"
"00:09:53","0,104","0,034","0,076","0","0,184","0,219","0","0,169","0,046","0,049","0,432","0,314","0,896","2,338"
"00:09:54","0,102","0,034","0,076","0","0,183","0,220","0","0,169","0,048","0,051","0,430","0,313","0,896","2,339"
"00:09:55","0,100","0,035","0,076","0","0,183","0,220","0","0,169","0,049","0,052","0,428","0,311","0,896","2,339"
"00:09:56","0,099","0,034","0,076","0","0,181","0,221","0","0,167","0,049","0,052","0,426","0,310","0,896","2,339"
